product name,asin,brand name,mrp,sale price,discount percentage,product description,date first available,number of reviews,seller name
Sribalaji Trader Set of 5 pcs Anti Pollution Driving Protection Reusable Dust Cotton Mouth Nose Face Mask Blue.,B085KXRZHM,Sribalaji Trader,999,475,52%,Product Description : 1. Cotton face mask which is used to improve the air you breathe when you are outside on bad air days. 2. Typical Uses: Filtering the air when you are working in an area with a high concentration of air pollution chemicals dust smoke pollen ash mold clay etc. 3. It can be used for Bike/Scooter riding which protects you from dust & pollution and also from wide range of pollutants in traffic. 4. It does not impair breathing voice & vision while wearing this mask. It is must have product for driving two wheelers for your health. 5. Adjustable nose band. Forms a perfect seal across the nose. The nose clip is sewn into the mask itself making it invisible. 6. Colors: Multicolor. 7. One layer of 100% Cotton Cloth for Skin Contact. 8. Washable & Resuable Mask 9. Soft Ear Straps 10. Easy to Adjust 11. Free Size 12. Set of 5 Pieces,06-03-20 0:00,0,Sribalaji Trader
NV MART Disposable 3ply Surgical Elastic Face Mask Pack of 1000,B085NKDF5G,NV MART,34999,18999,46%,This Face mask is very innovative which has high filtration efficiency can easily filter dust gases pollution and other organic vapors thus protects from various respiratory problems or breathing allergies. It comes with soft nose clip and elastic straps so suitable for many face sizes. The exhalation valves are provided to flow out the exhaled air for easy breathing. It is washable and reusable. Filter can be easily replaced when needed. Recommended for people having respiratory problems and breathing allergies. It is compact suitably designed so easy to carry and store. Effectively protects from the vehicular pollution and dust on the roads.,09-03-20 0:00,0,NV MART
NV MART Disposable 3ply Surgical Elastic Face Mask Pack of 250,B085NK6K4G,NV MART,11999,6499,46%,This Face mask is very innovative which has high filtration efficiency can easily filter dust gases pollution and other organic vapors thus protects from various respiratory problems or breathing allergies. It comes with soft nose clip and elastic straps so suitable for many face sizes. The exhalation valves are provided to flow out the exhaled air for easy breathing. It is washable and reusable. Filter can be easily replaced when needed. Recommended for people having respiratory problems and breathing allergies. It is compact suitably designed so easy to carry and store. Effectively protects from the vehicular pollution and dust on the roads.,09-03-20 0:00,0,NV MART
Aurum Creations Brand - Kodenipr ClubÂ® Disposable Stretchable White Caps50 Pcs. & Gloves-100Pcs.50 Pairs,B0736XC871,KODENIPR CLUB,249,190,24%,Aurum Creations Disposable Cap is made from spun bond polymer non-woven fabric spun-lace fabrics as the main raw material. This material is preferred for its light weight. Its gravity is lighter than Hydrophobic PP fibers so it has excellent water repellent and air permeability resulting in providing comfort & dryness resulting in anti bacterial and anti fungal resistance.,23-06-17 0:00,9,Aurum Creations
Honeywell Safety Protection FF-2100 2.5 Anti Pollution Foldable Face Mask Grey Pack of 3,B082DCTDDJ,Honeywell,,,,Honeywell is transforming safety with intelligent solutions that work smarter so you and your workers can stay safer anytime and everywhere. Honeywell masks are specially designed to protect the user from probable respiratory ailments originating from the polluted air in the cities. These masks have a 3 layer filter media which ensures the best protection. Comfort features like cotton ear bands and soft adjustable nose clips make it one of the best masks to wear for extended hours even in hot and humid conditions.,07-02-20 0:00,2,
NV MART Disposable 3ply Surgical Elastic Face Mask Pack of 500,B085NK2V6L,NV MART,19999,8999,55%,This Face mask is very innovative which has high filtration efficiency can easily filter dust gases pollution and other organic vapors thus protects from various respiratory problems or breathing allergies. It comes with soft nose clip and elastic straps so suitable for many face sizes. The exhalation valves are provided to flow out the exhaled air for easy breathing. It is washable and reusable. Filter can be easily replaced when needed. Recommended for people having respiratory problems and breathing allergies. It is compact suitably designed so easy to carry and store. Effectively protects from the vehicular pollution and dust on the roads.,09-03-20 0:00,0,NV MART
MELVIS Disposable 3ply Surgical Elastic Face Mask Pack of 100,B085ML58R4,MELVIS,,,,This Face mask is very innovative which has high filtration efficiency can easily filter dust gases pollution and other organic vapors thus protects from various respiratory problems or breathing allergies. It comes with soft nose clip and elastic straps so suitable for many face sizes. The exhalation valves are provided to flow out the exhaled air for easy breathing. It is washable and reusable. Filter can be easily replaced when needed. Recommended for people having respiratory problems and breathing allergies. It is compact suitably designed so easy to carry and store. Effectively protects from the vehicular pollution and dust on the roads.,07-03-20 0:00,0,
Mezmo Nose Mask-3ply Disposable Mouth Masks Nose Mask Dust Mask Pollution Mask Color May Vary - Pack Of 2,B085L2NR9H,MEZMO,,,,A device used by large amounts of people in order to protect themselves from pollution. These days pollution is one of the major reason of respiratory disoder.,05-03-20 0:00,0,
Kristy Mart Anti-Pollution Dust Nose Mask 3 Ply Disposable Mouth Masks Nose Mask Dust Mask Pollution Mask 5 Pcs,B085MCDHWS,Kristy Mart,,,,â˜› WHY SHOULD WE NEED THE DUSTPROOF MASK? â˜› Are you now troubled by dust chemicals smoke particles virus and bacteria? â˜› Do you want to enjoy a safe life? Are you live in haze days dust vehicle exhaust air pollution? Our environment is full of dust haze vehicle exhaust air pollution and the dust mask can keep you from 98% dust Dirt Pollen Allergens Fumes or particulates that effect you breathe in the air. ðŸŽ­ Special Features:- ðŸŽŠ Product Features: â˜› Breathing easily â˜› Skin cared and comfortable in wearing â˜› Adjustable fitness between mask and nose with nose clip and earloop â˜› Health and environmental protection materials â˜› Moisture-proof â˜› Dust mask with valve ðŸŒˆ Specification: ðŸŒ„ Other Uses:- Chemosurgical spray-paints or paintings dyeing garages mining factories of electronic aid and foods disinfecting insalubrious workshops,06-03-20 0:00,0,
Anti-Pollution Dust Cotton Unisex Mouth Mask Black Set Of 5,B085LD9R1T,Supreme Bazaar,,,,Made of Cotton Materials Perfect for daily wear to protect you from dust ash and so on. A good choice for sports such as cycling camping hiking. One size fit all Unisex Cycling Anti-Dust Cotton Mouth Face Mask Respirator Black. Its Brand New product. Good for Bikers and cyclist. It protects your health from polluted air.,06-03-20 0:00,0,
Kodenipr ClubÂ® Disposable Stretchable White Caps - Cover Hair for Cooking & Hygiene 200 Pieces,B074PTFPDS,KODENIPR CLUB,399,258,35%,Aurum Creations Disposable Cap is made from spun bond polymer non-woven fabric spun-lace fabrics as the main raw material. This material is preferred for its light weight. Its gravity is lighter than Hydrophobic PP fibres so it has excellent water repellency and air permeability resulting in providing comfort & dryness resulting in anti bacterial and anti fungal resistance.,21-12-18 0:00,12,Aurum Creations
Adult Blue 3 Ply Anti Anti Pollutant Face Mask Air borne and allergy Protection - A Pack of 100 - Available in Blue and Pink,B084FBDPVC,YMASK,,,,Ymask is being used and recommended by doctors across globe. 3-Ply Protective Barrier Protects nose and mouth from inadvertant touching Air permeability with metal nose clip Skin friendly Test Reports from Nelson Labs (USA) & SITRA India for independent verification High Filtration Levels (> 95% > 98%) Low Breathing Resistance (Delta P < 29 4 Pa) 3-Ply adheres to European Class EN 14683 Type I & II CE marked and other viruses to reach you. So as it is said: Breathe Healthy Stay Protected,02-02-20 0:00,0,
Anti Pollution face mask for men women and child N95 Type Reusable mask always keep you clean and protective menwomen kids etc easy to use air purifier 50,B085MD7X56,Blue Wish,20000,14999,25%,,06-03-20 0:00,0,BLUE WISHÂ®
TrendzOn 3Ply Disposable Face Masks Elastic Ear loop Type Mask and RespiratorPollutionAnti virus pack of 30,B085MBCJB7,TrendzOn,,,,Face masks help limit the spread of germs. When someone talks coughs or sneezes they may release tiny drops into the air that can infect others. ?If someone is ill face masks can reduce the number of germs that the weare releases and can protect other people from becoming sick. A face mask also protects the wearer's nose and mouth from splashes or sprays of body fluids. ?It is ideal for every house in day to day activities as well as doctors surgeons dentist dental assistance nurses landscapers contractors plumbers exterminators nail technicians and many more. ?Easy breathable effective multiplayer bacterial filter soft lightweight comfortable and easy to wear used in medical dental laboratory food sectors school household industry and multi-purpose bacteria filtration efficiency 99% particle filtration efficiency (0.1 micron) 99% virus filtration efficiency (0.1 micron) 99% fluid repellent 120 mmhg breathable < 49 0 pa fluid resistant hygienic & skin friendly,07-03-20 0:00,0,
TrendzOn 3Ply Disposable Face Masks Elastic Ear loop Type Mask and RespiratorPollutionAnti virus pack of 30,B085MB7Y3F,TrendzOn,,,,Face masks help limit the spread of germs. When someone talks coughs or sneezes they may release tiny drops into the air that can infect others. ?If someone is ill face masks can reduce the number of germs that the weare releases and can protect other people from becoming sick. A face mask also protects the wearer's nose and mouth from splashes or sprays of body fluids. ?It is ideal for every house in day to day activities as well as doctors surgeons dentist dental assistance nurses landscapers contractors plumbers exterminators nail technicians and many more. ?Easy breathable effective multiplayer bacterial filter soft lightweight comfortable and easy to wear used in medical dental laboratory food sectors school household industry and multi-purpose bacteria filtration efficiency 99% particle filtration efficiency (0.1 micron) 99% virus filtration efficiency (0.1 micron) 99% fluid repellent 120 mmhg breathable < 49 0 pa fluid resistant hygienic & skin friendly,07-03-20 0:00,0,
